,business_id,inspection_business_name,city,description,InspectTypeCnt_Consult,InspectTypeCnt_Routine,InspectTypeCnt_Return,ViolationCnt_Blue,ViolationCnt_Red,SafetyGroup
209,PR0080868,WHERE YA AT,seattle,Mobile Food Unit - Risk Category III,1.0,3.0,1.0,0.0,3.0,Average
210,PR0080954,Ben & Jerry's Ice Cream,issaquah,Seating 13-50 - Risk Category II,1.0,3.0,0.0,3.0,0.0,High
211,PR0052759,COURTYARD BY MARRIOTT,seattle,Seating 51-150 - Risk Category III,2.0,1.0,0.0,0.0,1.0,Average
212,PR0080494,HAMPTON INN & SUITES,kent,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
213,PR0083517,DUMPLINGS OF FURY,seattle,Seating 0-12 - Risk Category III,1.0,6.0,1.0,1.0,5.0,Low
214,PR0042088,SWEET NECESSITIES,enumclaw,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
215,PR0066859,LA ISLA RESTAURANT,seattle,Seating 51-150 - Risk Category III,1.0,4.0,0.0,0.0,4.0,Average
216,PR0029865,TACO BELL #30820,seatac,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
217,PR0072079,BELLE EPICUREAN,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
218,PR0086087,MACRO MEALS LLC,redmond,Caterer - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
219,PR0076884,"LOOKOUT, THE",seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
220,PR0002771,EZELL'S FRIED CHICKEN,seattle,Seating 0-12 - Risk Category III,2.0,0.0,0.0,0.0,0.0,NotInspected
221,PR0056678,FRUGALS,auburn,Seating 0-12 - Risk Category III,2.0,0.0,0.0,0.0,0.0,NotInspected
222,PR0004201,QUALITY CHEESE INC,seattle,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
223,PR0010651,MARKET STREET,kirkland,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
224,PR0081612,BELLEVUE HIGH SCHOOL,bellevue,Non-Profit Institution - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
225,PR0002320,ATHENIAN INN,seattle,Seating 151-250 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
226,PR0069598,PHO CYCLO CAFE,seattle,Seating 51-150 - Risk Category III,1.0,11.0,0.0,9.0,2.0,Average
227,PR0024748,MAXANG DELI & CAFE INC,seattle,Seating 0-12 - Risk Category III,1.0,8.0,1.0,3.0,5.0,Low
228,PR0086223,HAMPTON INN AND SUITES NORTHGATE,seattle,Seating 51-150 - Risk Category III,2.0,2.0,0.0,0.0,1.0,Average
229,PR0083321,THE DISH CAFE,seattle,Seating 13-50 - Risk Category III,1.0,5.0,0.0,1.0,4.0,Average
230,PR0076135,BENNETT'S,mercer island,Seating 51-150 - Risk Category III,0.0,9.0,0.0,5.0,4.0,Average
231,PR0065304,STARBUCKS COFFEE #3346,seattle,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
232,PR0004923,TAQUERIA LA ESTACION,seattle,Seating 51-150 - Risk Category III,1.0,4.0,2.0,1.0,3.0,Average
233,PR0001574,"LATONA BY GREENLAKE, THE",seattle,Seating 13-50 - Risk Category III,1.0,5.0,0.0,2.0,3.0,Average
234,PR0082704,KUKAI RAMEN,bellevue,Seating 51-150 - Risk Category III,1.0,5.0,0.0,3.0,2.0,Average
235,PR0011711,MIRAK RESTAURANT,federal way,Seating 13-50 - Risk Category III,1.0,15.0,12.0,16.0,11.0,VeryLow
236,PR0054911,HMS HOST/ Sports Page Pub,sea tac,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
237,PR0007243,ALBERTSONS #3416,lake forest park,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
238,PR0005642,UNITED PACIFIC #5508,renton,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
239,PR0084864,CAVE THE,kirkland,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
240,PR0018247,ROONEY'S,woodinville,Seating 151-250 - Risk Category III,2.0,2.0,0.0,0.0,1.0,Average
241,PR0077080,HILLSIDE BAR,seattle,Seating 51-150 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
242,PR0083286,ANGEL CITY DELI,seattle,Seating 0-12 - Risk Category III,1.0,5.0,0.0,3.0,2.0,Average
243,PR0083069,ADA'S TECHNICAL BOOKS AND CAFE,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,0.0,1.0,Average
244,PR0066604,MANNA TERIYAKI,burien,Seating 13-50 - Risk Category III,1.0,4.0,0.0,1.0,2.0,Average
245,PR0016193,KRUA THAI FAMILY KITCHEN,seattle,Seating 0-12 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
246,PR0026455,QFC  #827,newcastle,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
247,PR0084722,FIVE GUYS BURGERS AND FRIES,federal way,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
248,PR0083177,THE GATEWOOD BED & BREAKFAST,seattle,Bed and Breakfast - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
249,PR0005472,"GREEN VALLEY MEATS, INC.",auburn,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
250,PR0069190,HAPPY AT THE BAY TERIYAKI,kent,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
251,PR0068896,COLLINS PUB,seattle,Seating 51-150 - Risk Category III,1.0,7.0,0.0,5.0,2.0,Average
252,PR0085939,"CANTEEN VENDING @ AMAZON BFI4, EAST AND WEST",kent,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,1.0,0.0,Average
253,PR0081785,La Quinta Inn & Suites,auburn,Seating 13-50 - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
254,PR0022259,LAS MARGARITAS RESTAURANT,issaquah,Seating 51-150 - Risk Category III,0.0,6.0,0.0,4.0,1.0,Average
255,PR0014181,NGUYEN TRAN ENTERPRISES,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
256,PR0003619,ROANOKE PARK PLACE,seattle,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
257,PR0077802,VIVO 53,bellevue,Seating 51-150 - Risk Category III,2.0,7.0,0.0,3.0,4.0,Average
258,PR0083335,COFFEE VAULT,enumclaw,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
259,PR0028267,STONE WAY CAFE,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
260,PR0031749,SEATTLE'S BEST COFFEE,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
261,PR0077680,EFESTE,woodinville,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
262,PR0003991,PHO VIET ANH,seattle,Seating 13-50 - Risk Category III,1.0,14.0,1.0,6.0,8.0,Low
263,PR0005660,EL CAMINO,enumclaw,Seating 51-150 - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
264,PR0085885,FOUR GENERALS BREWING,renton,Seating 13-50 - Risk Category I,0.0,2.0,0.0,1.0,0.0,Average
265,PR0077591,RINGO WOK TERIYAKI,auburn,Seating 13-50 - Risk Category III,1.0,5.0,0.0,2.0,3.0,Average
266,PR0010621,MADELEINE BAKERY,seattle,Seating 13-50 - Risk Category III,0.0,10.0,1.0,7.0,4.0,Average
267,PR0068963,GLOBAL FOOD GARDEN,seattle,Seating 51-150 - Risk Category III,0.0,7.0,1.0,3.0,4.0,Average
268,PR0067747,CLOUD CITY COFFEE,seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
269,PR0005578,"LEE RESTAURANT, THE",enumclaw,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
270,PR0067749,"FIDDLEHEAD FINE FOODS & CAFE, LLC",seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
271,PR0083925,GREENBRIDGE CAFE,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
272,PR0086586,SPRIGY 1301 LLC,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
273,PR0080837,MAD PIZZA,seattle,Seating 51-150 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
274,PR0020633,ARCO AM/PM,kirkland,Seating 0-12 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
275,PR0077381,SERENDIPITY CAFE,seattle,Seating 51-150 - Risk Category III,1.0,6.0,1.0,3.0,3.0,Average
276,PR0006026,7-ELEVEN STORE #2360-23559D,bellevue,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,1.0,Average
277,PR0079715,WELLINGTON CHOCOLATES,woodinville,Caterer - Risk Category II,2.0,0.0,0.0,0.0,0.0,NotInspected
278,PR0086016,AVANTI MARKETS NW @ MERRILL LYNCH,seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
279,PR0082194,MEDITERRANEAN GYRO GRILL,federal way,Seating 13-50 - Risk Category III,2.0,0.0,0.0,0.0,0.0,NotInspected
280,PR0026456,QFC  #827,newcastle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
281,PR0026454,QFC  #827,newcastle,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
282,PR0015652,MASAE'S TERIYAKI,sea tac,Seating 13-50 - Risk Category III,0.0,7.0,1.0,3.0,4.0,Average
283,PR0084797,CARMELITAS MEXICAN STORE,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
284,PR0082523,BEECHER'S CHEESE SEA-TAC INTERNATIONAL AIRPORT,seatac,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
285,PR0084014,HOLLYWOOD SCHOOLHOUSE BISTRO,woodinville,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
286,PR0086285,OASIS TEA ZONE,bellevue,Seating 0-12 - Risk Category II,1.0,2.0,0.0,0.0,0.0,Average
287,PR0083021,DAY AND NIGHT GROCERY,auburn,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
288,PR0002414,BROADMOOR GOLF CLUB,seattle,Seating > 250 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
289,PR0049849,CAFE BAMBINO,seattle,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
290,PR0007575,FRED MEYER INC #028,burien,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
291,PR0086610,POKE SQUARE,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
292,PR0086474,THAT BROWN GIRL COOKS! LLC,seattle,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
293,PR0081003,STOCK,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
294,PR0023230,LEAF'S DELI,auburn,Seating 13-50 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
295,PR0051690,DOMINO'S PIZZA #7144,seattle,Seating 0-12 - Risk Category III,1.0,4.0,0.0,1.0,3.0,Average
296,PR0017698,CHEVRON STATION #1113,seattle,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,2.0,Average
297,PR0085603,EL CAMION LLC,seattle,Caterer - Risk Category III,1.0,6.0,0.0,4.0,2.0,Average
298,PR0052059,ROMIO'S PIZZA & PASTA,kirkland,Seating 51-150 - Risk Category III,0.0,3.0,0.0,0.0,3.0,Average
299,PR0085756,A PIZZA MART,seattle,Seating 13-50 - Risk Category III,0.0,6.0,0.0,3.0,3.0,Average
300,PR0076878,NEWPORT HIGH SCHOOL,bellevue,Non-Profit Institution - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
301,PR0015065,RED ROBIN AMERICA'S GOURMET BURGER,federal way,Seating > 250 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
302,PR0072131,JOEYS,bellevue,Seating 151-250 - Risk Category III,1.0,3.0,5.0,1.0,5.0,Low
303,PR0005197,BILL AND JOHNS FOOD CENTER,renton,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
304,PR0010277,FILIPINO COMMUNITY OF SEATTLE,seattle,Non-Profit Institution - Risk Category III,0.0,3.0,0.0,0.0,1.0,Average
305,PR0023974,HMS HOST/ DUNGENESS BAY SEAFOOD HOUSE,seattle,Seating 51-150 - Risk Category III,0.0,4.0,0.0,4.0,0.0,High
306,PR0052675,REGAL CINEMAS PARKWAY 12,tukwila,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
307,PR0086506,BELLDEN CAFE,bellevue,Seating 13-50 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
308,PR0010616,"FAIRMONT OLYMPIC HOTEL, SEATTLE",seattle,Seating > 250 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
309,PR0020348,GARDEN CLUB,bellevue,Seating 51-150 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
310,PR0004449,DECATUR SR. HIGH SCHOOL,federal way,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
311,PR0083057,REGAL CINEMAS 12 AT ISSAQUAH HIGHLANDS,issaquah,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
312,PR0006574,MUGSHOTS BURGER N' BREW,bellevue,Seating 151-250 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
313,PR0027772,QFC  #827,newcastle,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
314,PR0070869,LA REYNA MEXICAN FOOD,everett,Mobile Food Unit - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
315,PR0081818,GOM HONG,seattle,Meat/Sea Food - Risk Category III,0.0,7.0,0.0,4.0,3.0,Average
316,PR0004884,SUBWAY #17418,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
317,PR0055102,JAVA! JAVA! COFFEE CO. INC.,kent,Seating 0-12 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
318,PR0081525,FREDDY JUNIOR'S BURGERS,seattle,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
319,PR0086058,AVANTI MARKETS NW @ SNC LAVALIN,bothell,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,1.0,Average
320,PR0002558,CHICKEN VALLEY LLC,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
321,PR0046589,SAM'S SUSHI BAR & GRILL,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,0.0,3.0,Average
322,PR0086169,BEER & WINE SOURCE,seattle,Seating 0-12 - Risk Category II,2.0,3.0,0.0,1.0,1.0,Average
323,PR0026712,GREEN VALLEY RESTAURANT,kent,Seating 13-50 - Risk Category III,2.0,4.0,0.0,2.0,2.0,Average
324,PR0068181,SOUTHERN SPICE,redmond,Seating 13-50 - Risk Category III,0.0,16.0,2.0,10.0,8.0,Low
325,PR0077332,"GYRO ON LAKE CITY, LLC",seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
326,PR0054426,BARTELL DRUG CO #6,redmond,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
327,PR0083441,TCBY & Mrs. Fields,issaquah,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
328,PR0001079,FLYING DRAGON CUSINE,shoreline,Seating 51-150 - Risk Category III,0.0,5.0,0.0,1.0,4.0,Average
329,PR0083958,HOLIDAY INN EXPRESS,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
330,PR0026761,SAFEWAY INC #1062,seattle,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
331,PR0081604,PIE GODDESS,enumclaw,Bakery-no seating - Risk Category III,2.0,3.0,0.0,1.0,1.0,Average
332,PR0076306,OSTERIA LA SPIGA,seattle,Seating 51-150 - Risk Category III,2.0,3.0,0.0,2.0,1.0,Average
333,PR0021430,STARBUCKS COFFEE #106,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
334,PR0067682,TWILIGHT EXIT,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
335,PR0070968,B&E MEATS AND SEAFOOD,burien,Meat/Sea Food - Risk Category III,0.0,3.0,0.0,0.0,1.0,Average
336,PR0056122,RACHA NOODLE & THAI CUISINE,redmond,Seating 51-150 - Risk Category III,0.0,2.0,1.0,0.0,2.0,Average
337,PR0077464,NC CATERING #11,kent,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
338,PR0005916,MEAL TIME,maple valley,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
339,PR0017854,MA PRANG THAI RESTAURANT,renton,Seating 13-50 - Risk Category III,1.0,3.0,2.0,0.0,4.0,Average
340,PR0081068,ELTANA,seattle,Seating 13-50 - Risk Category III,1.0,5.0,0.0,2.0,2.0,Average
341,PR0032143,HMS HOST/  STARBUCKS,sea tac,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
342,PR0085951,CANTEEN VENDING @ NINTENDO KIRKLAND,redmond,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
343,PR0086054,AVANTI MARKETS NW @ OBERTO (ADMIN),kent,Grocery Store-no seating - Risk Category I,0.0,3.0,0.0,3.0,0.0,High
344,PR0076984,STARBUCKS COFFEE,seattle,Seating 13-50 - Risk Category II,1.0,0.0,0.0,0.0,0.0,NotInspected
345,PR0051713,SARKU JAPAN,seattle,Seating 0-12 - Risk Category III,0.0,6.0,0.0,4.0,2.0,Average
346,PR0083492,CAFE YUMM!,seattle,Seating 13-50 - Risk Category III,0.0,3.0,0.0,0.0,2.0,Average
347,PR0007385,"CITY FISH COMPANY ,  RSW, INC.",seattle,Meat/Sea Food - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
348,PR0076447,MIGHTY MUGS COFFEE,renton,Limited Food Services - no permanent plumbing,0.0,1.0,0.0,1.0,0.0,Average
349,PR0004197,KINNAREE THAI CUISINE,seattle,Seating 13-50 - Risk Category III,0.0,3.0,1.0,2.0,1.0,Average
350,PR0021881,MARRIOTT INTERNATIONAL,bellevue,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
351,PR0085429,SUPREMAS DELI,bellevue,Seating 13-50 - Risk Category III,0.0,6.0,1.0,1.0,5.0,Low
352,PR0067734,GINO'S PIZZA & PASTA LLC,shoreline,Seating 13-50 - Risk Category III,0.0,3.0,0.0,2.0,0.0,High
353,PR0026494,QUALITY INN & SUITES,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
354,PR0086738,JUST POKE,bellevue,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
355,PR0072384,WATARU,seattle,Seating 0-12 - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
356,PR0008501,ABC GROCERY,des moines,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
357,PR0082415,PARIS BAKERY DELI,seattle,Seating 0-12 - Risk Category III,0.0,4.0,0.0,2.0,2.0,Average
358,PR0002415,BROADMOOR GOLF CLUB,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
359,PR0077852,TRILLIUM CAFE/NWH FOOD SERVICES,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
360,PR0086568,NEWPORT POKE,seattle,Seating 13-50 - Risk Category III,1.0,5.0,0.0,2.0,2.0,Average
361,PR0084431,BIG BOYS FILIPINO FOOD TRUCK,kent,Mobile Food Unit - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
362,PR0083325,EVERGREENS- SALADS RESTAURANT,seattle,Seating 13-50 - Risk Category III,2.0,2.0,0.0,1.0,0.0,Average
363,PR0077339,JUNO - ARCTIC CLUB HOTEL,seattle,Seating > 250 - Risk Category III,1.0,6.0,0.0,2.0,4.0,Average
364,PR0007980,SAFEWAY INC #1062,seattle,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
365,PR0070993,DIVA ESPRESSO,seatac,Seating 0-12 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
366,PR0067936,FRED MEYER INC #664,redmond,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
367,PR0086334,DEL RE'S DESIGNS,seattle,Caterer - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
368,PR0014512,BROWNS CORNER SHORT STOP,auburn,Seating 0-12 - Risk Category III,2.0,2.0,0.0,0.0,0.0,Average
369,PR0005737,CLASSICS SPORTS BAR,renton,Seating 13-50 - Risk Category III,1.0,4.0,0.0,3.0,1.0,Average
370,PR0077114,AFC SUSHI @ QFC #837,maple valley,Seating 0-12 - Risk Category III,1.0,3.0,0.0,0.0,0.0,High
371,PR0029215,HOLLYWOOD SCHOOLHOUSE BISTRO,woodinville,Seating > 250 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
372,PR0086309,7-ELEVEN #37755A,seattle,Seating 0-12 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
373,PR0033241,ON THE GO CATERING,kent,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
374,PR0080976,HOMEGROWN,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
375,PR0086032,AVANTI MARKETS NW @ TROJAN LITHE,renton,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
376,PR0085906,TACO DEL MAR #2171,auburn,Seating 0-12 - Risk Category III,1.0,3.0,0.0,1.0,0.0,High
377,PR0010483,BOB'S QUALITY MEATS,seattle,Meat/Sea Food - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
378,PR0046130,STIMPY'S SPORTS BAR & GRILL,kent,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
379,PR0043813,PAGLIACCI,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,2.0,2.0,Average
380,PR0045859,FRED MEYER INC #459,renton,Meat/Sea Food - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
381,PR0007485,FISCHER MEATS,issaquah,Meat/Sea Food - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
382,PR0029567,N & C CATERING,kent,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
383,PR0049521,NORTHWEST CATERING #9,kent,Mobile Food Unit - Risk Category III,0.0,7.0,0.0,2.0,5.0,Low
384,PR0086187,SILVER SPORK,auburn,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
385,PR0086129,UNION COFFEE,seattle,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
386,PR0043233,"FAIRMONT OLYMPIC HOTEL, SEATTLE",seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
387,PR0081116,DELICATELY SWEET @ HONEY BEAR BAKERY,lake forest park,Bakery-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
388,PR0079693,AMERICANO INC,seattle,Seating 13-50 - Risk Category III,2.0,4.0,0.0,1.0,3.0,Average
389,PR0010593,"FAIRMONT OLYMPIC HOTEL, SEATTLE",seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,1.0,0.0,Average
390,PR0068893,MALEDA GROCERY & DELI,seattle,Seating 0-12 - Risk Category II,1.0,5.0,0.0,2.0,3.0,Average
391,PR0086736,MAI SUSHI,mercer island,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
392,PR0071100,PAGLIACCI PIZZA,kirkland,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
393,PR0019575,DRAFT CHOICE,auburn,Seating 51-150 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
394,PR0087005,LA SANTA COCINA N' GRILL INC,seattle,Seating 51-150 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
395,PR0017877,BABIRUSA,seattle,Seating 13-50 - Risk Category III,2.0,4.0,0.0,2.0,2.0,Average
396,PR0085898,ARBY'S 8539,kent,Seating 13-50 - Risk Category III,1.0,3.0,0.0,1.0,2.0,Average
397,PR0033242,POPEYE CATERING,kent,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
398,PR0005158,ATHENS PIZZA & SPAGHETTI,auburn,Seating 51-150 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
399,PR0005342,BUBBA'S PLACE,kent,Seating 13-50 - Risk Category III,1.0,6.0,0.0,3.0,3.0,Average
400,PR0086288,BURGER BROILER,burien,Seating 51-150 - Risk Category III,0.0,4.0,0.0,0.0,2.0,Average
401,PR0046905,SAFEWAY STORE #1528,north bend,Grocery Store-no seating - Risk Category II,0.0,2.0,0.0,0.0,0.0,Average
402,PR0085960,CANTEEN VENDING @ ALL STATE,bothell,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
403,PR0006619,ROMIO'S PIZZA & PASTA,redmond,Seating 0-12 - Risk Category III,0.0,6.0,0.0,6.0,0.0,High
404,PR0065077,SAFEWAY STORE #533,woodinville,Seating 0-12 - Risk Category II,2.0,0.0,0.0,0.0,0.0,NotInspected
405,PR0010843,HUA MEI,seattle,Seating 13-50 - Risk Category III,1.0,10.0,5.0,7.0,7.0,Low
406,PR0004822,COUNTRY SIDE CAFE,burien,Seating 51-150 - Risk Category III,1.0,4.0,2.0,1.0,2.0,Average
407,PR0077018,AFC SUSHI @ QFC #820,redmond,Seating 0-12 - Risk Category III,0.0,6.0,1.0,1.0,5.0,Low
408,PR0086036,AVANTI MARKETS NW @ ALLPAK,renton,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
409,PR0086046,AVANTI MARKETS NW @ ATT RTC 1,redmond,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,0.0,Average
410,PR0071911,TERIYAKI & WOK,sea tac,Seating 13-50 - Risk Category III,0.0,4.0,1.0,2.0,2.0,Average
411,PR0086189,DOLLAR TREE #7045,enumclaw,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,0.0,1.0,Average
412,PR0072289,AGAVE,issaquah,Seating 51-150 - Risk Category III,2.0,6.0,1.0,4.0,3.0,Average
413,PR0049697,LA BOTANA REST,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
414,PR0086566,MENCHIES FROZEN YOGURT,renton,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,1.0,Average
415,PR0024449,LOS CABOS MEXICAN RESTAURANT,north bend,Seating 151-250 - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
416,PR0052060,STARBUCKS COFFEE #3229,woodinville,Seating 51-150 - Risk Category II,2.0,1.0,0.0,0.0,0.0,Average
417,PR0085206,"PIZZA COOP & ALE HOUSE, THE",woodinville,Seating 51-150 - Risk Category III,2.0,4.0,0.0,2.0,1.0,Average
